RA,DEC,z,e_z,f_z,class_spec,original_class_spec,source,ID,CLASS_STAR,SEX_FLAGS_DET,RA,DEC,g_petro,i_petro,r_petro,u_petro,z_petro,J0378_petro,J0395_petro,J0410_petro,J0430_petro,J0515_petro,J0660_petro,J0861_petro,e_g_petro,e_i_petro,e_r_petro,e_u_petro,e_z_petro,e_J0378_petro,e_J0395_petro,e_J0410_petro,e_J0430_petro,e_J0515_petro,e_J0660_petro,e_J0861_petro,u_petro_ext,J0378_petro_ext,J0395_petro_ext,J0410_petro_ext,J0430_petro_ext,g_petro_ext,J0515_petro_ext,r_petro_ext,J0660_petro_ext,i_petro_ext,J0861_petro_ext,z_petro_ext
153.60029166667,-23.33186111111,0.06255,0.00015,KEEP(SLS ),GALAXY,G,EXTERNAL_NED_20096dF...C...0000J,DR4_3_HYDRA-0013_0045954,0.020569623,2.0,153.60038513635013,-23.331942565277373,16.666186463754197,15.697548913337023,16.081288315212788,17.836944604303973,15.506498563050986,17.752010097129286,17.311481987639446,17.001222856189543,16.79027209669149,16.45001464403616,15.964753839553724,15.662374827256372,0.018492216,0.01256436,0.011729906,0.062984996,0.019392503,0.09587888,0.102339804,0.06984647,0.055682033,0.03359492,0.012609134,0.024922619,0.3035083956960289,0.2931369028707135,0.2843220123605545,0.2749591438104561,0.26156190330851,0.2300805362458051,0.2081063559638438,0.1658826847872151,0.1552891604462749,0.1233600866629759,0.0993071727436263,0.0948104369490145
153.26870833333,-23.453166666670004,0.052096,0.000103,KEEP(SLS ),GALAXY,G,EXTERNAL_NED_20096dF...C...0000J,DR4_3_HYDRA-0013_0053882,0.0005855043,2.0,153.26885196000214,-23.45323061708,16.087897399769616,15.298378185730142,15.563989604048242,17.36341483210388,15.077963052862932,17.05255189955722,16.743433606748887,16.628225246265984,16.216521455032325,15.94548438305958,15.5105894784204,15.148245032320782,0.015580637,0.012507211,0.01032693,0.05580962,0.018607004,0.07173075,0.0872804,0.070833705,0.046996236,0.030184826,0.011765454,0.022170214,0.3455771678961167,0.3337681004427834,0.3237313932511116,0.3130707537340185,0.2978165449676734,0.2619716002303836,0.2369516169404181,0.1888753959517572,0.1768135215795993,0.1404588142698568,0.1130719676792185,0.1079519471370671
153.6555,-23.57383333333,0.078868,0.000103,KEEP(SLS ),GALAXY,G,EXTERNAL_NED_20096dF...C...0000J,DR4_3_HYDRA-0013_0054516,0.02852887,2.0,153.65552512228265,-23.57380693491822,16.30725565010449,15.168745031395371,15.597849633678637,18.071327210397865,14.905024583290276,17.554309088113808,17.085590541996943,17.23895638086679,16.604578255131873,16.068299838195845,15.449453388583777,14.985401247244864,0.016330285,0.009540901,0.0092804,0.093483955,0.013912834,0.09958924,0.104468666,0.10593454,0.057194903,0.029169915,0.009816689,0.016674237,0.2909947896021344,0.2810509118861934,0.2725994580030575,0.2636226191332129,0.2507777448681283,0.2205943498955087,0.1995261618041558,0.1590433663213634,0.1488866114162228,0.11827396860463,0.0952127527551372,0.0909014167097252
154.14704166667,-23.481,0.012862,8.3e-05,KEEP(SLS ),GALAXY,G,EXTERNAL_NED_20096dF...C...0000J,DR4_3_HYDRA-0013_0056510,0.028218962,3.0,154.1469801076608,-23.48105140007908,16.017579729355536,15.378661398801938,15.520244124524949,17.075232133346326,15.163988669669788,16.44205128312802,16.630226020976444,16.37187206930585,16.214184418088816,15.843249499262942,15.336109189580254,15.174130132292213,0.01313656,0.012167706,0.009148462,0.04007961,0.018756682,0.038513254,0.07289738,0.05020371,0.04195298,0.024904044,0.009294966,0.02104782,0.2555058666536751,0.246774716871978,0.2393539790235559,0.2314719306941474,0.220193581911184,0.1936912706444644,0.1751925007370589,0.1396468754750508,0.1307288104197449,0.1038496011980617,0.0836008677077873,0.079815330330213
153.610375,-23.51594444444,0.063774,0.00015,KEEP(SLS ),GALAXY,G,EXTERNAL_NED_20096dF...C...0000J,DR4_3_HYDRA-0013_0057147,0.028632097,2.0,153.61034452826428,-23.51585503749349,16.520312497062395,15.418695852817311,15.813586619867706,18.34987677697458,15.13085628180098,18.255964300165772,17.668251983846396,17.879314815992057,17.067694289644123,16.164609406235236,15.73133678661232,15.178659414051314,0.016321884,0.009876779,0.009320533,0.09963602,0.014006605,0.15581325,0.1458709,0.15627663,0.07190608,0.02621273,0.010395433,0.016349213,0.29751022302542,0.2873436998342247,0.2787030161536041,0.2695251840079416,0.2563927103558747,0.2255335029376036,0.2039935937647628,0.1626043801322941,0.1522202133876785,0.1209221471826893,0.097344585948687,0.0929367181990211
153.400375,-23.49891666667,0.080366,0.000103,KEEP(SLS ),GALAXY,G,EXTERNAL_NED_20096dF...C...0000J,DR4_3_HYDRA-0013_0057679,0.027930228,3.0,153.40025831753454,-23.49904936793247,15.695946191738017,14.767092381307783,15.135064815278996,17.056790990879822,14.624884319486416,16.563118873915307,16.56404694237579,16.293351506896208,16.126387212672906,15.486637460579082,15.00494831076992,14.625327533107104,0.010216392,0.007215338,0.0066137523,0.039089777,0.011560114,0.04255934,0.06887682,0.04823752,0.04019531,0.018632572,0.007130104,0.012946898,0.3220730091201764,0.3110671260846931,0.3017130576242109,0.2917774931037917,0.2775607873270923,0.2441538082619829,0.2208355394209173,0.1760291847210048,0.1647876892300809,0.1309056186922154,0.1053814668928955,0.1006096805135838
153.59979166667,-23.57769444444,0.078971,0.00015,KEEP(SLS ),GALAXY,G,EXTERNAL_NED_20096dF...C...0000J,DR4_3_HYDRA-0013_0058501,0.02862944,2.0,153.5998689448173,-23.57770946093943,16.474339633961915,15.177662738982308,15.605267640149792,18.463416237029094,14.92107515323764,18.3684002578096,17.775005207761744,17.550535280938377,17.160234028026903,16.08746981812271,15.4509293543093,14.993250055992752,0.0171439,0.0087109655,0.008459537,0.11960853,0.012762087,0.188121,0.17626475,0.12675188,0.08553429,0.02682518,0.008883853,0.015218365,0.2825417629709081,0.272886742190397,0.2646807922382572,0.2559647190616222,0.2434929719730963,0.2141863660380853,0.1937301818772887,0.154423359850208,0.144561645690702,0.114838261017691,0.0924469440072488,0.0882608467623591
153.41425,-23.54258333333,0.077777,0.00015,KEEP(SLS ),GALAXY,G,EXTERNAL_NED_20096dF...C...0000J,DR4_3_HYDRA-0013_0058667,0.028625539,2.0,153.41423266079562,-23.54262538606756,16.17488132888825,14.934436093396718,15.334377436151474,18.03871029858864,14.668936141776348,17.567954197360397,17.398640824082594,17.379617945135088,16.92463805065578,15.752587715039828,15.218377601547235,14.713232139021189,0.013638704,0.007315774,0.0068937843,0.083837815,0.010509605,0.092422344,0.12811586,0.11262539,0.07183159,0.02055344,0.00782468,0.01225974,0.3065637014113609,0.2960878026396035,0.2871841759174069,0.2777270548649109,0.2641949493442183,0.2323966711117496,0.2102012849601739,0.1675525638485265,0.1568523984527642,0.1246019066032807,0.1003068609788109,0.0957648582236522
154.73129166667,-24.61597222222,0.093908,0.00015,KEEP(SLS ),GALAXY,G,EXTERNAL_NED_20096dF...C...0000J,DR4_3_HYDRA-0014_0000638,0.028622614,3.0,154.73131956486998,-24.6160398698002,16.851859482162602,15.54389429548452,15.95346647756334,18.280231552134573,15.323083841336237,17.635265535535183,16.9563830572212,17.606186706583202,16.9170555689719,16.299141758636665,15.815468906460472,15.300375732080411,0.019254645,0.00840229,0.008613932,0.08559934,0.012255757,0.08630841,0.07387529,0.12526524,0.06398934,0.028520394,0.009011397,0.014325005,0.2986064478654294,0.2884024644648155,0.2797299427788011,0.2705182934167983,0.2573374310280965,0.2263645178373955,0.2047452413633349,0.1632035224366582,0.1527810935395274,0.1213677045154792,0.097703267919586,0.0932791586637644
155.02870833333,-24.59991666667,0.033126,0.000103,KEEP(SLS ),GALAXY,G,EXTERNAL_NED_20096dF...C...0000J,DR4_3_HYDRA-0014_0001256,0.027429322,0.0,155.0287408216347,-24.59994584480488,17.06388891303607,15.933987229406744,16.258501536785865,18.637847120392184,15.67955757206069,17.98604298584411,17.947822055273363,17.39134011602763,17.069768286407303,16.84320859273036,16.21248807630976,15.727209150824722,0.01941167,0.010005949,0.009611237,0.096868895,0.014366613,0.096302904,0.15057665,0.082912035,0.05991306,0.03803969,0.010851917,0.017960342,0.2647448796078128,0.2556980141558883,0.2480089447266349,0.2398418839723679,0.228155713592696,0.2006950869639276,0.1815274072696412,0.1446964632141365,0.1354559236902364,0.1076047705932578,0.0866238491752787,0.0827014279393108
154.80704166667,-24.48047222222,0.115253,0.00015,KEEP(SLS ),GALAXY,G,EXTERNAL_NED_20096dF...C...0000J,DR4_3_HYDRA-0014_0006869,0.02864062,2.0,154.8069893942885,-24.480547535665966,16.986858540802782,15.928391516550342,16.347042731494636,18.31919083678901,15.757672275973835,18.2727889992133,18.18591842878218,17.794914230042032,17.497042360769587,16.70011308573111,16.233910256872953,15.80960237610691,0.015944123,0.008705339,0.009063547,0.06298847,0.013264731,0.10637703,0.15913627,0.103164375,0.07637725,0.029342955,0.009662543,0.016750643,0.2793561632109894,0.2698100007866978,0.2616965712178196,0.2530787699579695,0.2407476392304134,0.2117714591972193,0.1915459142688897,0.1526822685053674,0.1429317431270475,0.1135434834496573,0.0914046238930891,0.0872657240261662
155.89691666667,-24.3975,0.068107,0.000183,KEEP(SLS ),GALAXY,G,EXTERNAL_NED_20096dF...C...0000J,DR4_3_HYDRA-0014_0010696,0.028595133,2.0,155.89702486994707,-24.397498455187343,16.581211108725512,15.306253211344282,15.749845263299656,18.034470046464666,15.044196191999513,18.158485194234476,17.914849350137608,17.57550267851789,17.048168174792924,16.2618162536585,15.64403896890772,15.079101872117745,0.015801376,0.007098608,0.0076563815,0.07036385,0.010309758,0.1401473,0.18579851,0.123357736,0.073775105,0.02893782,0.008370889,0.015577413,0.2659529535353366,0.2568648057655275,0.2491406498623897,0.240936321482111,0.2291968252070746,0.2016108912744866,0.1823557463414991,0.1453567367003428,0.1360740310922804,0.1080957886557166,0.0870191278822567,0.083078808000487
154.81495833333,-24.15188888889,0.027312,0.000103,KEEP(SLS ),GALAXY,G,EXTERNAL_NED_20096dF...C...0000J,DR4_3_HYDRA-0014_0021554,0.025763204,2.0,154.81494731037665,-24.151904639166823,16.448924236557183,15.906635013786508,16.08131648961009,17.66200051254836,15.796765219806202,17.075182560938277,16.953596786651726,16.703798281324826,16.57392385331703,16.208619508566105,16.06011856728617,15.84454196995049,0.015603528,0.013180023,0.010973702,0.058505025,0.021711748,0.061436318,0.088807605,0.06389238,0.054710913,0.030179221,0.012746059,0.027176201,0.3335784874516379,0.3221794390617237,0.3124912133482725,0.302200718675175,0.2874761466829694,0.2528757634428154,0.2287244914338936,0.1823175103899112,0.1706744327138258,0.1355819862134934,0.1091460300495102,0.1042037801937976
